Facility ID,Station,Primary Network Affiliation,Market Rank,Licensed State,Latitude (degrees),Longitude (degrees)
1328,WABC-TV  ,ABC (US),1,NY,40.748333,-73.986111
282,KABC-TV  ,ABC (US),2,CA,34.226944,-118.066111
73226,WLS-TV   ,ABC (US),3,IL,41.878889,-87.635556
8616,WPVI-TV  ,ABC (US),4,PA,40.042500,-75.242500
34470,KGO-TV   ,ABC (US),6,CA,37.755278,-122.451667
35675,KTRK-TV  ,ABC (US),10,TX,29.574167,-95.493611
8617,WTVD     ,ABC (US),25,NC,35.668056,-78.533056
8620,KFSN-TV  ,ABC (US),54,CA,37.077222,-119.433333
61111,WMGM-TV  ,SonLife Broadcasting Network (US),4,NJ,39.124444,-74.765556
455,WADL     ,Independent (US),13,MI,42.554167,-82.887500
711,WCIQ     ,PBS (US),45,AL,33.485000,-85.808889
717,WBIQ     ,PBS (US),45,AL,33.484444,-86.806944
721,WEIQ     ,PBS (US),58,AL,30.659167,-87.892500
713,WHIQ     ,PBS (US),79,AL,34.736722,-86.529194
715,WFIQ     ,PBS (US),79,AL,34.578056,-87.783889
714,WDIQ     ,PBS (US),122,AL,31.554444,-86.392222
706,WAIQ     ,PBS (US),122,AL,32.381944,-86.292500
720,WIIQ     ,PBS (US),122,AL,32.362500,-87.875139
710,WGIQ     ,PBS (US),122,AL,31.717778,-85.434167
749,KLRN     ,PBS (US),32,TX,29.327222,-98.354722
804,KAKM     ,PBS (US),148,AK,61.422778,-149.872222
1051,WJLA-TV  ,ABC (US),7,DC,38.950278,-77.079722
72326,WHTM-TV  ,ABC (US),44,PA,40.316111,-76.950278
33543,KATV     ,ABC (US),57,AR,34.796944,-92.488750
35685,KTUL     ,ABC (US),60,OK,35.968889,-95.615278
73988,WSET-TV  ,ABC (US),69,VA,37.315000,-79.635000
21536,WGWG     ,Heroes & Icons (US),94,SC,32.924444,-79.699444
1222,WTLW     ,The Walk TV (US),188,OH,40.763056,-84.183056
19190,WUPW     ,FOX (US),77,OH,41.656111,-83.444722
71326,WDBD     ,FOX (US),95,MS,32.213722,-90.382278
2770,KETS     ,PBS (US),57,AR,34.441944,-92.217500
2777,KEMV     ,PBS (US),57,AR,35.813056,-92.290000
2768,KETG     ,PBS (US),57,AR,33.907222,-93.112778
2767,KAFT     ,PBS (US),100,AR,35.814722,-94.028056
92872,KETZ     ,PBS (US),137,AR,33.078056,-92.225000
2769,KTEJ     ,PBS (US),181,AR,35.903889,-90.770556
4190,WPBA     ,PBS (US),9,GA,33.758889,-84.335278
2728,KAET     ,PBS (US),12,AZ,33.333333,-112.063611
49157,WCCB     ,The CW (US),22,NC,35.266944,-80.734722
60963,WOLO-TV  ,ABC (US),78,SC,34.116111,-80.764167
9054,WFXB     ,FOX (US),102,SC,34.188611,-79.183333
701,WAKA     ,CBS (US),122,AL,32.149167,-86.778611
68427,WBMM     ,The CW (US),122,AL,32.068056,-85.944722
72307,WNCF     ,ABC (US),122,AL,32.149167,-86.778611
65204,WBBJ-TV  ,ABC (US),176,TN,35.637778,-88.692500
3646,WIPB     ,PBS (US),27,IN,40.093611,-85.392222
3667,WVII-TV  ,ABC (US),156,ME,44.759722,-68.566944
62468,KCKA     ,PBS (US),14,WA,46.554444,-123.057222
62469,KBTC-TV  ,PBS (US),14,WA,47.278889,-122.511667
54938,WAWD     ,Independent (US),58,FL,30.453917,-86.866500
72054,WFAA     ,ABC (US),5,TX,32.585000,-96.978056
34529,KHOU     ,CBS (US),10,TX,29.561111,-95.501111
34847,KING-TV  ,NBC (US),14,WA,47.631944,-122.349722
35396,KONG     ,Independent (US),14,WA,47.631944,-122.349722
40993,KTVK     ,Independent (US),12,AZ,33.333611,-112.062500
7143,KASW     ,The CW (US),12,AZ,33.333889,-112.062222
70034,KMOV     ,CBS (US),21,MO,38.529722,-90.299444
34874,KGW      ,NBC (US),24,OR,45.522500,-122.745833
32326,WCNC-TV  ,NBC (US),22,NC,35.346944,-81.170833
26304,KENS     ,CBS (US),32,TX,29.269722,-98.265278
74167,WVEC     ,ABC (US),42,VA,36.816389,-76.468333
35867,KVUE     ,ABC (US),39,TX,30.321667,-97.803056
32327,WHAS-TV  ,ABC (US),49,KY,38.356389,-85.847778
74192,WWL-TV   ,CBS (US),51,LA,29.906111,-90.039444
13938,WUPL     ,MyNetworkTV (US),51,LA,29.919722,-90.024722
44052,KMSB     ,FOX (US),70,AZ,32.415556,-110.713889
11908,KTTU     ,MyNetworkTV (US),70,AZ,32.415556,-110.713889
34868,KREM     ,CBS (US),73,WA,47.594722,-117.298056
35606,KSKN     ,The CW (US),73,WA,47.594722,-117.298056
34858,KTVB     ,NBC (US),107,ID,43.754444,-116.098889
28476,WDRB     ,FOX (US),49,KY,38.350000,-85.849167
34167,WMYO     ,MyNetworkTV (US),49,IN,38.350000,-85.849167
70852,WAND     ,NBC (US),85,IL,39.952361,-88.832306
28230,KTRV-TV  ,MyNetworkTV (US),107,ID,43.755000,-116.097778
37503,WLIO     ,NBC (US),188,OH,40.747500,-84.131806
5981,WBRA-TV  ,PBS (US),69,VA,37.196111,-80.154722
169028,KUGF-TV  ,PBS (US),191,MT,47.535889,-111.283917
6359,KSL-TV   ,NBC (US),34,UT,40.659167,-112.201944
2455,WCYB-TV  ,NBC (US),97,VA,36.449444,-82.108056
18334,WCTI-TV  ,ABC (US),99,NC,35.104167,-77.336667
8291,KRCR-TV  ,ABC (US),132,CA,40.602778,-122.650000
308,KTXS-TV  ,ABC (US),165,TX,32.413333,-100.106944
18079,KCFW-TV  ,NBC (US),164,MT,48.013333,-114.365278
18084,KECI-TV  ,NBC (US),164,MT,47.017778,-114.013056
18066,KTVM-TV  ,NBC (US),186,MT,46.007500,-112.441667
8263,KAEF-TV  ,ABC (US),195,CA,40.727500,-123.971389
6568,WBGU-TV  ,PBS (US),188,OH,41.136667,-83.906667
16455,WMDT     ,ABC (US),143,MD,38.501667,-75.735722
6744,WEFS     ,PBS (US),19,FL,28.609722,-81.059722
6823,KBYU-TV  ,PBS (US),34,UT,40.659167,-112.201944
26025,WBUW     ,The CW (US),81,WI,43.050833,-89.486944
25396,WFQX-TV  ,FOX (US),118,MI,44.136667,-85.342500
8322,KLSR-TV  ,FOX (US),119,OR,44.001111,-123.112500
8284,KOTI     ,NBC (US),140,OR,42.096667,-121.632500
8260,KOBI     ,NBC (US),140,OR,42.696944,-123.227500
40517,KAJB     ,UniMás (US),166,CA,33.050556,-114.827222
61251,WWSB     ,ABC (US),11,FL,27.555833,-82.363333
41065,WTXL-TV  ,ABC (US),108,FL,30.668333,-83.969444
8651,KTOO-TV  ,PBS (US),207,AK,58.299889,-134.412778
8564,KLRU     ,PBS (US),39,TX,30.321944,-97.803333
8688,WRAL-TV  ,NBC (US),25,NC,35.674722,-78.527778
64611,WRAZ     ,FOX (US),25,NC,35.674722,-78.527778
27387,WGEN-TV  ,MundoMax (US),16,FL,24.555000,-81.801389
14682,WBIN-TV  ,Independent (US),8,NH,42.735278,-71.393611
13206,WATC-DT  ,Independent (US),9,GA,34.066389,-84.454722
18287,KQCK     ,Christian Television Network (US),17,WY,40.546389,-105.197222
9610,WCBS-TV  ,CBS (US),1,NY,40.748333,-73.986111
73206,WLNY-TV  ,Independent (US),1,NY,40.897222,-72.915556
9628,KCBS-TV  ,CBS (US),2,CA,34.227222,-118.066667
21422,KCAL-TV  ,Independent (US),2,CA,34.227222,-118.066667
9617,WBBM-TV  ,CBS (US),3,IL,41.878889,-87.635556
25453,KYW-TV   ,CBS (US),4,PA,40.042500,-75.242500
12499,WPSG     ,The CW (US),4,PA,40.041667,-75.236389
23422,KTVT     ,CBS (US),5,TX,32.543333,-96.958889
51517,KTXA     ,Independent (US),5,TX,32.543333,-96.958889
25452,KPIX-TV  ,CBS (US),6,CA,37.755278,-122.451667
69619,KBCW     ,The CW (US),6,CA,37.755278,-122.451667
25456,WBZ-TV   ,CBS (US),8,MA,42.310278,-71.237222
73982,WSBK-TV  ,MyNetworkTV (US),8,MA,42.310278,-71.237222
6900,WUPA     ,The CW (US),9,GA,33.807222,-84.339444
51570,WKBD-TV  ,The CW (US),13,MI,42.483611,-83.312222
72123,WWJ-TV   ,CBS (US),13,MI,42.448056,-83.173056
23428,KSTW     ,The CW (US),14,WA,47.615556,-122.308056
74112,WTOG     ,The CW (US),11,FL,27.829444,-82.266389
9629,WCCO-TV  ,CBS (US),15,MN,45.062222,-93.139167
9632,KCCO-TV  ,CBS (US),15,MN,45.686111,-95.134167
9640,KCCW-TV  ,CBS (US),15,MN,46.934722,-94.455278
47902,WFOR-TV  ,CBS (US),16,FL,25.968611,-80.222222
12497,WBFS-TV  ,MyNetworkTV (US),16,FL,25.968611,-80.222222
47903,KCNC-TV  ,CBS (US),17,CO,39.730833,-105.231667
56550,KOVR     ,CBS (US),20,CA,38.240000,-121.500833
51499,KMAX-TV  ,The CW (US),20,CA,38.265000,-121.490000
25454,KDKA-TV  ,CBS (US),23,PA,40.493889,-80.019167
69880,WPCW     ,The CW (US),23,PA,40.493889,-80.019167
25455,WJZ-TV   ,CBS (US),26,MD,39.334722,-76.650833
9719,KCRG-TV  ,ABC (US),90,IA,42.316389,-91.858611
9908,WCMU-TV  ,PBS (US),71,MI,43.751389,-85.212778
69273,WCMZ-TV  ,PBS (US),71,MI,42.898889,-83.461389
9913,WCMW     ,PBS (US),118,MI,44.065833,-86.332778
9922,WCMV     ,PBS (US),118,MI,44.748056,-85.068889
9917,WCML     ,PBS (US),208,MI,45.138139,-84.162111
9754,KNCT     ,PBS (US),87,TX,30.985667,-97.630583
10032,KWYP-DT  ,PBS (US),17,WY,41.309722,-105.455278
10036,KCWC-DT  ,PBS (US),196,WY,42.583056,-108.710000
82575,KPTW     ,PBS (US),196,WY,42.740556,-106.359444
10228,KNPB     ,PBS (US),106,NV,39.583889,-119.798611
34406,KEZI     ,ABC (US),119,OR,44.115694,-122.999083
60736,KDRV     ,ABC (US),140,OR,42.691667,-123.228889
60740,KDKF     ,ABC (US),140,OR,42.097222,-121.633056
166534,KOHD     ,ABC (US),190,OR,44.077917,-121.332444
63158,KCDO-TV  ,Independent (US),17,CO,40.033611,-103.938056
10202,KSCE     ,Independent (US),92,TX,31.805278,-106.483056
10645,WTVI     ,PBS (US),22,NC,35.287222,-80.695833
49621,KTVF     ,NBC (US),202,AK,64.879167,-148.053889
11027,WGGN-TV  ,Independent (US),18,OH,41.075000,-82.451389
11125,WCLF     ,Christian Television Network (US),11,FL,27.819444,-82.260833
11117,WHTN     ,Christian Television Network (US),29,TN,36.082778,-86.431111
11123,WFGC     ,Christian Television Network (US),38,FL,26.763056,-80.205278
10894,WHBR     ,Christian Television Network (US),58,FL,30.612500,-87.645278
71580,WRXY-TV  ,Christian Television Network (US),61,FL,26.785556,-81.796389
22591,WLNE-TV  ,ABC (US),52,MA,41.865000,-71.287500
8661,WOI-DT   ,ABC (US),72,IA,41.809167,-93.614722
13950,WHBF-TV  ,CBS (US),101,IL,41.546944,-90.476389
11264,KLKN     ,ABC (US),105,NE,40.883056,-97.305278
11265,KCAU-TV  ,ABC (US),149,IA,42.586389,-96.232222
11683,KLVX     ,PBS (US),40,NV,36.007500,-115.006667
35655,KTBY     ,FOX (US),148,AK,61.219722,-149.890000
23302,KGMC     ,MundoMax (US),54,CA,36.746111,-119.282500
43203,WABG-TV  ,ABC (US),192,MS,33.373056,-90.540278
9987,WCVE-TV  ,PBS (US),56,VA,37.512222,-77.601111
9989,WCVW     ,PBS (US),56,VA,37.512500,-77.601389
9990,WHTJ     ,PBS (US),183,VA,37.983056,-78.483889
12525,KMSS-TV  ,FOX (US),83,LA,32.666111,-93.933056
12523,KVEO-TV  ,NBC (US),86,TX,26.100278,-97.838889
60384,KYLE-TV  ,MyNetworkTV (US),87,TX,30.688333,-96.426389
12522,KWKT-TV  ,FOX (US),87,TX,31.314722,-97.326667
67760,KTSM-TV  ,NBC (US),92,TX,31.805139,-106.482972
12520,WGMB-TV  ,FOX (US),93,LA,30.326389,-91.276667
72041,WEVV-TV  ,CBS (US),103,IN,37.888056,-87.543611
55643,KETK-TV  ,NBC (US),109,TX,32.061111,-95.313889
33261,KADN-TV  ,FOX (US),121,LA,30.362222,-92.214722
12524,KPEJ-TV  ,FOX (US),145,TX,32.097500,-102.289167
16539,WNTZ-TV  ,FOX (US),179,MS,31.668889,-91.691667
12279,WYCC     ,PBS (US),3,IL,41.898889,-87.623056
13456,WPBT     ,PBS (US),16,FL,25.958333,-80.212222
73203,WLEX-TV  ,NBC (US),63,KY,38.034167,-84.394167
25735,KVOA     ,NBC (US),70,AZ,32.415556,-110.713889
59014,KOAA-TV  ,NBC (US),89,CO,38.745000,-104.860833
19654,KSBY     ,NBC (US),124,CA,35.360278,-120.655000
33471,KATC     ,ABC (US),121,LA,30.323611,-92.290000
25559,KRIS-TV  ,NBC (US),129,TX,27.741389,-97.602500
35455,KPAX-TV  ,CBS (US),164,MT,47.017306,-114.013083
35694,KTVQ     ,CBS (US),167,MT,45.766944,-108.457222
35959,KXLF-TV  ,CBS (US),186,MT,46.007500,-112.441667
33756,KBZK     ,CBS (US),186,MT,45.673333,-110.867222
35567,KRTV     ,CBS (US),191,MT,47.535472,-111.284056
13924,WPCB-TV  ,Cornerstone Television Network (US),23,PA,40.392778,-79.781667
84088,WPFO     ,FOX (US),80,ME,44.154167,-70.010278
24316,KCWX     ,MyNetworkTV (US),32,TX,30.136944,-98.609722
34537,KHQ-TV   ,NBC (US),73,WA,47.581111,-117.296389
63165,KCOY-TV  ,CBS (US),124,CA,34.910278,-120.185833
12395,KNDO     ,NBC (US),123,WA,46.533056,-120.507222
12427,KNDU     ,NBC (US),123,WA,46.103333,-119.130278
26249,KION-TV  ,CBS (US),125,CA,36.534722,-121.620556
35703,KTVU     ,FOX (US),6,CA,37.755278,-122.451667
34564,KICU-TV  ,Independent (US),6,CA,37.488056,-121.866389
23960,WSB-TV   ,ABC (US),9,GA,33.764167,-84.361667
66781,KIRO-TV  ,CBS (US),14,WA,47.633611,-122.355556
72076,WFTV     ,ABC (US),19,FL,28.568611,-81.054444
55454,WRDQ     ,Independent (US),19,FL,28.568611,-81.054444
73910,WPXI     ,NBC (US),23,PA,40.463333,-80.004167
74070,WSOC-TV  ,ABC (US),22,NC,35.261389,-80.727222
12793,WAXN-TV  ,Independent (US),22,NC,35.261389,-80.727222
11909,WFOX-TV  ,FOX (US),47,FL,30.280833,-81.570000
35576,WJAX-TV  ,CBS (US),47,FL,30.280833,-81.570000
11910,KOKI-TV  ,FOX (US),60,OK,36.026667,-95.678889
54420,KMYT-TV  ,MyNetworkTV (US),60,OK,36.026667,-95.678889
41458,WHIO-TV  ,CBS (US),64,OH,39.733889,-84.248056
73375,WOLF-TV  ,FOX (US),55,PA,41.182750,-75.870194
7727,WGFL     ,CBS (US),162,FL,29.629722,-82.573333
41237,KMCC     ,MundoMax (US),40,NV,35.651944,-114.311667
13602,WEDH     ,PBS (US),30,CT,41.703611,-72.832500
7933,WNUV     ,The CW (US),26,MD,39.336111,-76.649722
74137,WTTE     ,FOX (US),31,OH,39.937222,-83.021111
56548,WMYA-TV  ,MyNetworkTV (US),37,SC,34.647500,-82.270278
71325,WDBB     ,The CW (US),45,AL,33.480833,-87.400833
411,WRGT-TV  ,FOX (US),64,OH,39.724444,-84.255000
417,WVAH-TV  ,FOX (US),67,WV,38.407778,-81.903611
40758,WSYT     ,FOX (US),84,NY,42.880556,-76.200000
416,WTAT-TV  ,FOX (US),94,SC,32.940000,-79.695833
5875,WYZZ-TV  ,FOX (US),117,IL,40.645833,-89.179167
49326,KDTN     ,Daystar (US),5,TX,32.543056,-96.958889
83491,KDTP     ,Daystar (US),12,AZ,34.918056,-110.140278
58267,KKAP     ,Daystar (US),57,AR,34.798889,-92.495833
12171,WDSC-TV  ,Independent (US),19,FL,28.609722,-81.059722
60552,WUTB     ,MyNetworkTV (US),26,MD,39.287500,-76.760556
11204,WSTR-TV  ,MyNetworkTV (US),36,OH,39.200278,-84.522778
51518,KMYS     ,The CW (US),32,TX,29.610556,-98.892500
73371,WHAM-TV  ,ABC (US),76,NY,43.135278,-77.584167
19191,KAME-TV  ,MyNetworkTV (US),106,NV,39.584167,-119.797500
16530,WDCQ-TV  ,PBS (US),71,MI,43.542500,-83.660278
6048,WNYE-TV  ,NYC TV (US),1,NY,40.756111,-73.986667
16817,WTVS     ,PBS (US),13,MI,42.447778,-83.173056
70162,WTHR     ,NBC (US),27,IN,39.928611,-86.181944
71217,WBNS-TV  ,CBS (US),31,OH,39.971111,-83.027778
17005,WABI-TV  ,CBS (US),156,ME,44.703250,-69.079667
16993,WCJB-TV  ,ABC (US),162,FL,29.536389,-82.400000
17076,WLMB     ,Independent (US),77,OH,41.744722,-84.018333
71218,WBOC-TV  ,CBS (US),143,MD,38.504722,-75.643611
9781,KXXV     ,ABC (US),87,TX,31.337778,-97.310000
51466,KFDA-TV  ,CBS (US),131,TX,35.292778,-101.845000
35645,KSWO-TV  ,ABC (US),147,OK,34.215556,-98.721389
42008,KWAB-TV  ,NBC (US),145,TX,32.281944,-101.492778
42007,KWES-TV  ,NBC (US),145,TX,31.988056,-102.878056
17688,KHME     ,Me-TV (US),171,SD,44.068611,-103.250833
17686,KQME     ,Me-TV (US),171,SD,44.326667,-103.836667
17680,KSGW-TV  ,ABC (US),171,WY,44.622222,-107.115833
17683,KNEP     ,NBC (US),171,NE,41.841111,-103.074167
17726,WDSE     ,PBS (US),141,MN,46.791667,-92.122500
159007,WRPT     ,PBS (US),141,MN,47.381389,-92.954167
40875,KMGH-TV  ,ABC (US),17,CO,39.730833,-105.231667
40877,WRTV     ,ABC (US),27,IN,39.899028,-86.201028
61062,KZSD-TV  ,PBS (US),171,SD,43.433056,-101.554444
40876,KGTV     ,ABC (US),28,CA,32.838889,-117.248889
40878,KERO-TV  ,ABC (US),126,CA,35.453889,-118.593611
18252,WETP-TV  ,PBS (US),62,TN,36.381111,-83.180278
18267,WKOP-TV  ,PBS (US),62,TN,35.995556,-83.956389
18301,WEIU-TV  ,PBS (US),85,IL,39.570833,-88.307083
18338,KENW     ,PBS (US),131,NM,34.252222,-103.238889
18819,WLAE-TV  ,PBS (US),51,LA,29.982500,-89.952500
19117,KCOS     ,PBS (US),92,TX,31.787500,-106.479722
24518,KDOC-TV  ,Independent (US),2,CA,34.226389,-118.066111
30577,WUNI     ,Univision (US),8,MA,42.335833,-71.715833
16788,WVEA-TV  ,Univision (US),11,FL,27.819361,-82.260722
24514,KCEC     ,Univision (US),17,CO,39.732778,-105.235556
131,WVEN-TV  ,Univision (US),19,FL,28.919472,-81.318694
3072,WUVN     ,Univision (US),30,CT,41.774722,-72.801111
67089,KINC     ,Univision (US),40,NV,35.946111,-115.042778
35084,KLUZ-TV  ,Univision (US),48,NM,35.211389,-106.448889
166332,KDCU-DT  ,Univision (US),65,KS,37.800278,-97.524722
69692,KNVO     ,Univision (US),86,TX,26.088333,-98.062222
166331,KVSN-DT  ,Univision (US),89,CO,38.745000,-104.860278
51708,KINT-TV  ,Univision (US),92,TX,31.796111,-106.482500
68753,KTFN     ,UniMás (US),92,TX,31.805278,-106.483056
51493,KREN-TV  ,Univision (US),106,NV,39.313056,-119.883056
12144,KPMR     ,Univision (US),124,CA,34.524444,-119.959722
35611,KSMS-TV  ,Univision (US),125,CA,36.756389,-121.501389
64877,KORO     ,Univision (US),129,TX,27.707750,-97.633056
86263,KUPB     ,Univision (US),145,TX,31.838611,-102.533056
36170,KVYE     ,Univision (US),166,CA,33.050556,-114.827222
51479,KLDO-TV  ,Univision (US),184,TX,27.665000,-99.608333
40761,WEMT     ,FOX (US),97,TN,36.449444,-82.108056
37982,WFXI     ,FOX (US),99,NC,34.883611,-76.506111
35582,WYDO     ,FOX (US),99,NC,35.104167,-77.336667
58605,KCVU     ,FOX (US),132,CA,39.963611,-121.710556
58618,KBVU     ,FOX (US),195,CA,40.727500,-123.971389
33079,KZTV     ,CBS (US),129,TX,27.707750,-97.633056
38214,KSBI     ,MyNetworkTV (US),43,OK,35.597778,-97.489444
21656,KOMO-TV  ,ABC (US),14,WA,47.631944,-122.352500
4624,KUNS-TV  ,Univision (US),14,WA,47.631944,-122.352500
21649,KATU     ,ABC (US),24,OR,45.515833,-122.733056
81447,KUNP     ,Univision (US),24,OR,45.309167,-117.731667
56032,KLEW-TV  ,CBS (US),123,ID,46.457500,-117.098889
49760,KBOI-TV  ,CBS (US),107,ID,43.755833,-116.098333
61551,KPIC     ,CBS (US),119,OR,43.235556,-123.321667
49750,KCBY-TV  ,CBS (US),119,OR,43.390556,-124.129444
49766,KVAL-TV  ,CBS (US),119,OR,44.001944,-123.114722
35189,KMTR     ,NBC (US),119,OR,44.115833,-122.999167
35183,KMCB     ,NBC (US),119,OR,43.394167,-124.132222
35187,KTCW     ,NBC (US),119,OR,43.206111,-123.365556
56029,KEPR-TV  ,CBS (US),123,WA,46.097500,-119.191389
56033,KIMA-TV  ,CBS (US),123,WA,46.532778,-120.509167
4148,KBAK-TV  ,CBS (US),126,CA,35.453056,-118.590278
56028,KIDK     ,CBS (US),163,ID,43.497583,-112.663889
62388,WGCU     ,PBS (US),61,FL,26.815000,-81.761944
21801,WFSU-TV  ,PBS (US),108,FL,30.358611,-84.610556
6093,WFSG     ,PBS (US),154,FL,30.367222,-85.924444
21808,WEDU     ,PBS (US),11,FL,27.847222,-82.263889
22129,WDAY-TV  ,ABC (US),115,ND,47.007778,-97.200556
22124,WDAZ-TV  ,ABC (US),115,ND,48.138333,-97.993056
22127,KMCY     ,ABC (US),139,ND,48.053056,-101.384722
22121,KBMY     ,ABC (US),139,ND,46.587500,-100.805556
22206,WNYW     ,FOX (US),1,NY,40.748333,-73.986111
74197,WWOR-TV  ,MyNetworkTV (US),1,NJ,40.748333,-73.986111
22208,KTTV     ,FOX (US),2,CA,34.224722,-118.063333
33742,KCOP-TV  ,MyNetworkTV (US),2,CA,34.224722,-118.063333
22211,WFLD     ,FOX (US),3,IL,41.878889,-87.636111
48772,WPWR-TV  ,The CW (US),3,IN,41.878889,-87.636111
51568,WTXF-TV  ,FOX (US),4,PA,40.040556,-75.238611
33770,KDFW     ,FOX (US),5,TX,32.585000,-96.978056
17037,KDFI     ,MyNetworkTV (US),5,TX,32.543333,-96.958889
6463,WFXT     ,FOX (US),8,MA,42.302778,-71.218611
22207,WTTG     ,FOX (US),7,DC,38.956111,-77.083056
51567,WDCA     ,MyNetworkTV (US),7,DC,38.956111,-77.083056
70689,WAGA-TV  ,FOX (US),9,GA,33.797500,-84.333889
51569,KTXH     ,MyNetworkTV (US),10,TX,29.562222,-95.509722
22204,KRIV     ,FOX (US),10,TX,29.574444,-95.493611
73123,WJBK     ,FOX (US),13,MI,42.460556,-83.213889
35587,KSAZ-TV  ,FOX (US),12,AZ,33.334167,-112.061944
68886,KUTP     ,MyNetworkTV (US),12,AZ,33.334222,-112.061306
68569,WTVT     ,FOX (US),11,FL,27.818889,-82.240556
68883,KMSP-TV  ,FOX (US),15,MN,45.058333,-93.124167
83714,KFTC     ,MyNetworkTV (US),15,MN,47.555833,-94.801111
11913,WFTC     ,MyNetworkTV (US),15,MN,45.058333,-93.124167
41225,WOFL     ,FOX (US),19,FL,28.603611,-81.086389
54940,WRBW     ,MyNetworkTV (US),19,FL,28.609722,-81.059722
73152,WJZY     ,FOX (US),22,NC,35.362222,-81.155278
20624,WMYT-TV  ,MyNetworkTV (US),22,SC,35.362222,-81.155278
35649,KTBC     ,FOX (US),39,TX,30.309722,-97.792778
12521,WHBQ-TV  ,FOX (US),50,TN,35.174722,-89.845278
70651,WOGX     ,FOX (US),162,FL,29.358889,-82.328611
22685,KBDI-TV  ,PBS (US),17,CO,39.681944,-105.496944
58262,WGXA     ,FOX (US),120,GA,32.749444,-83.559722
22093,WINK-TV  ,CBS (US),61,FL,26.800278,-81.763333
22108,WFWA     ,PBS (US),111,IN,41.103611,-85.191111
23948,WGTV     ,PBS (US),9,GA,33.805000,-84.144444
23929,WXGA-TV  ,PBS (US),47,GA,31.221389,-82.573333
23947,WVAN-TV  ,PBS (US),91,GA,32.146667,-81.618056
23935,WMUM-TV  ,PBS (US),120,GA,32.469722,-83.254722
23918,WJSP-TV  ,PBS (US),127,GA,32.852222,-84.701111
23917,WABW-TV  ,PBS (US),152,GA,31.134722,-84.104444
23930,WACS-TV  ,PBS (US),152,GA,31.937500,-84.554167
65593,WUSA     ,CBS (US),7,DC,38.950278,-77.079722
51163,WXIA-TV  ,NBC (US),9,GA,33.756667,-84.331944
22819,WATL     ,MyNetworkTV (US),9,GA,33.807222,-84.339444
24749,KNAZ-TV  ,NBC (US),12,AZ,34.968333,-111.507778
